[00:00.000 --> 00:02.440]  your shows. Yeah.
[01:20:31.010 --> 01:20:35.810]  like earthiness, a little bit of like this more subtle chirps to it, not just,
[01:20:35.810 --> 01:20:41.010]  you know, straight gas over the top. And it yielded really fat, which
[01:20:41.010 --> 01:20:44.690]  is great. Nice.
[01:20:44.690 --> 01:20:52.290]  I mean that sounds like the, the Angola Columbian male, you know,
[01:20:52.290 --> 01:20:57.490]  because I only hit the, is the Durban sour Ghana.
[01:20:57.490 --> 01:21:01.330]  That's what it was, Durban sour Ghana. Right, that was the mom,
[01:21:01.330 --> 01:21:06.610]  right? But then I hit that either by Super Silver Cough and then by Angola
[01:21:06.610 --> 01:21:11.490]  Red Columbian black male. So I don't know which one of those you
[01:21:11.490 --> 01:21:16.930]  did, but if it was the Angola Columbian, that one grew really, really fast,
[01:21:16.930 --> 01:21:21.410]  super vigorous, and very wide and tall, you know, like
[01:21:21.410 --> 01:21:25.090]  when I did that pollination, I did it inside and
[01:21:25.090 --> 01:21:28.130]  the females from that line were like the biggest,
[01:21:28.130 --> 01:21:33.250]  fastest that I've ever seen, I ever grown. It was very, it was like a huge Christmas
[01:21:33.250 --> 01:21:38.290]  tree. It was just as wide as it was tall. So those are some really,
[01:21:38.290 --> 01:21:43.970]  some really sativa, tropical landrace type of vibes. And that was from
[01:21:43.970 --> 01:21:48.610]  White Buffalo Seed Collective, and they do some really good work with
[01:21:48.610 --> 01:21:54.930]  the landrace sativa as well. Awesome. Yeah, man.
[01:21:54.930 --> 01:22:01.410]  What else are you working on right now? Right now I've been working
[01:22:01.410 --> 01:22:05.090]  grasshoppers, cherry pie cookies, you know, I'm
[01:22:05.090 --> 01:22:09.730]  bringing that to an F3. I just kind of wanted to keep
[01:22:09.730 --> 01:22:13.170]  some of that older purple that we've had here in the Bay Area.
[01:22:13.170 --> 01:22:16.450]  You know, I'm in the Bay Area in California, and
[01:22:16.450 --> 01:22:20.290]  when I was younger, purple, like purple indica,
[01:22:20.290 --> 01:22:23.890]  granddaddy, and things like that were, you know, the really
[01:22:23.890 --> 01:22:30.050]  choice and preference smoke for anybody, you know, within the culture here, the
[01:22:30.050 --> 01:22:34.530]  cannabis culture. And it seemed like we kind of lost that,
[01:22:34.530 --> 01:22:38.370]  like I don't see that around. I see a lot of strains that have color
[01:22:38.370 --> 01:22:42.530]  and are really nice, but they just don't have that same
[01:22:42.530 --> 01:22:47.330]  flavor and that smoking experience that we used to have with the,
[01:22:47.330 --> 01:22:51.730]  you know, those purples back in like the mid-2000s.
[01:22:51.730 --> 01:22:55.970]  And so anyway, cherry pie was one of those ones that
[01:22:55.970 --> 01:23:01.890]  that grasshopper has had, and every time, you know, it's kind of an older cut, so it
[01:23:01.890 --> 01:23:06.450]  doesn't really get grown, you know, a lot of it. If it does come
[01:23:06.450 --> 01:23:09.810]  around, it's just a little bit, but when it does, it's just a really,
[01:23:09.810 --> 01:23:13.250]  really nice smoke, man. It's like dessert weed, and
[01:23:13.250 --> 01:23:17.010]  it's a good smoke to enjoy with other people, just because it tastes so good.
[01:23:17.010 --> 01:23:20.050]  It's just good for conversations. But anyway,
[01:23:20.050 --> 01:23:26.050]  the cherry pie cookie line is really, you know, has all the cherry
[01:23:26.050 --> 01:23:28.850]  pie traits that I like, and I know that the cookie
[01:23:28.850 --> 01:23:35.010]  and the cherry pie have some common lineage, you know. Grasshopper might be
[01:23:35.010 --> 01:23:40.370]  able to chime in specifically on that if he's still around,
[01:23:40.370 --> 01:23:44.930]  but I know he used the sequoia cookies male
[01:23:44.930 --> 01:23:51.250]  initially and onto his cherry pie cut, and he could probably go into detail
[01:23:51.250 --> 01:23:54.370]  more about the history behind the cut and how he
[01:23:54.370 --> 01:23:59.250]  got it if he wants to. But anyway, it's just a really nice
[01:23:59.250 --> 01:24:04.130]  cherry pie line, and I brought it to an F2, and I popped
[01:24:04.130 --> 01:24:09.090]  about like 25 more, you know, to bring it to the F3, and
[01:24:09.090 --> 01:24:12.610]  I'm pretty, I'm happy with it. Everything, it really passed the cherry onto
[01:24:12.610 --> 01:24:18.930]  everything. Even the outcrosses really have the turps from the cherry pie, so
[01:24:18.930 --> 01:24:23.090]  yeah, I'm just happy to have it in seed form just to keep it around,
[01:24:23.090 --> 01:24:26.770]  you know, personal, and I know that other people will really enjoy
[01:24:26.770 --> 01:24:30.610]  those type of turps and those type of vibes too. So maybe Grasshopper could
[01:24:30.610 --> 01:24:36.700]  chime in if he wants to about the strain too, though.
[01:24:36.700 --> 01:24:42.700]  I kind of hit on that earlier, but yeah, I had that three phenos that I
[01:24:42.700 --> 01:24:49.420]  selected one from. Hey Grasshopper, can you speak more into your microphone?
[01:24:49.420 --> 01:24:53.020]  Sure, Peter, thank you. Can you hear me better there?
[01:24:53.020 --> 01:25:00.300]  Yep. Yeah, that cherry pie that I have, a lot of talk about a herm issue with
[01:25:00.300 --> 01:25:03.980]  cherry pie, and that's something I've never seen
[01:25:03.980 --> 01:25:08.460]  on the cut that I have. I've seen the other cuts that are
[01:25:08.460 --> 01:25:13.500]  circulating. Fortunately, I was able to
[01:25:13.500 --> 01:25:20.140]  select from three different cuts, and the other ones were pretty nice as well.
[01:25:20.140 --> 01:25:23.340]  You know, a little bit taller, a little more dense, a little more gas,
[01:25:23.340 --> 01:25:27.660]  and that's the one I see circulating today.
[01:25:27.660 --> 01:25:30.860]  There's a couple other people that's working with this shorter,
[01:25:30.860 --> 01:25:34.380]  more purple, more cherry one. I think Apicianados,
[01:25:34.380 --> 01:25:38.140]  and a couple other people is working with the same one they refer to it as
[01:25:38.140 --> 01:25:44.540]  the Bay Area cut of cherry pie. But yeah, no harm issues.
[01:25:44.540 --> 01:25:50.220]  Had the cut for about 14 years or so, and keep it around because it breathes
[01:25:50.220 --> 01:25:54.620]  through. True for cherry turks. David Homer's
[01:25:54.620 --> 01:25:59.820]  iGot for that trick. You know, I would jump in and like,
[01:25:59.820 --> 01:26:03.260]  you know, I'm seeing in the comments people are kind of like, eh, cherry pie
[01:26:03.340 --> 01:26:08.540]  is hype. I've seen these plants, and they're
[01:26:08.540 --> 01:26:11.420]  really good plants. And the reason why certain things are
[01:26:11.420 --> 01:26:17.660]  hype is because they're good. I'm not one to grow
[01:26:17.660 --> 01:26:24.380]  cookies, but you know, the things that made cookies are good plants.
[01:26:24.380 --> 01:26:28.300]  And you know, even though they're super popular, maybe more popular than they
[01:26:28.300 --> 01:26:32.460]  need to be, I think it's kind of disregarding them
[01:26:32.460 --> 01:26:36.860]  to be like, oh, you know, cherry pie is not a good
[01:26:36.860 --> 01:26:39.180]  strain. Because obviously it is a good strain.
[01:26:39.180 --> 01:26:42.780]  And also all this is, you know, totally
[01:26:42.780 --> 01:26:46.940]  subjective. And then the other thing is, I would encourage,
[01:26:46.940 --> 01:26:50.700]  I mean, obviously people are free to say whatever the hell they want in the chat,
[01:26:50.700 --> 01:26:54.380]  but like, you know, let's talk about genetics. And
[01:26:54.380 --> 01:26:57.420]  there's so much stuff we hear about politics. And I mean, we can
[01:26:57.420 --> 01:27:01.260]  do a political episode about cannabis, but like this one
[01:27:01.260 --> 01:27:07.100]  is about heirloom genetics. And it, you know, kind of drowns out the
[01:27:07.100 --> 01:27:09.900]  good question. So if anybody did have a question,
[01:27:09.900 --> 01:27:13.500]  and I missed it, I greatly apologize. But yeah,
[01:27:13.500 --> 01:27:18.140]  please put it up. Please put it up again. Thank you for making an effort to
[01:27:18.140 --> 01:27:21.500]  reboot the chat. Chat, you guys have gone off the rails
[01:27:21.500 --> 01:27:26.700]  today. It'd be nice if you could get back on topic and just table.
[01:27:26.700 --> 01:27:31.100]  Don't feel the need to be the last, the one to get the last word in
[01:27:31.100 --> 01:27:33.180]  with whoever you're bickering with in the chat.
[01:27:33.180 --> 01:27:37.820]  If everybody could mutually disarm and disengage, that would be fantastic and
[01:27:37.820 --> 01:27:41.900]  appreciated. Yeah, and I'll say another thing is,
[01:27:41.900 --> 01:27:46.460]  you know, I'll stay in my own political beliefs. I believe that everybody should
[01:27:46.460 --> 01:27:51.740]  have the right to grow cannabis outside at their house. I think
[01:27:51.740 --> 01:27:54.940]  that that should be a right. I don't think that people should have to be able
[01:27:54.940 --> 01:27:57.500]  to invest in lights and all of those things.
[01:27:57.500 --> 01:28:02.940]  This is a plant. And, you know, part of the reason why I'm a breeder and that I
[01:28:02.940 --> 01:28:07.500]  breed outdoor is because I truly believe that.
[01:28:07.500 --> 01:28:12.780]  I've grown indoors for, you know, I started growing cannabis in 2001.
[01:28:12.780 --> 01:28:18.220]  And I've grown indoors and for many, many years. And honestly, I do have guilt for
[01:28:18.220 --> 01:28:21.420]  the amount of power that I've used, the amount of power that we've been using in
[01:28:21.420 --> 01:28:25.900]  this community. And so, you know, as just a quick
[01:28:25.980 --> 01:28:32.380]  political statement, I would state that everybody should grow cannabis outdoors,
[01:28:32.380 --> 01:28:37.020]  regardless of where you are. Cannabis is a plant. All plants deserve to be grown
[01:28:37.020 --> 01:28:42.860]  outdoors. And so that's my political rant for the
[01:28:42.860 --> 01:28:46.540]  day. And, you know, regardless of anything,
[01:28:46.540 --> 01:28:49.980]  we should grow cannabis outside. That's important.
[01:28:50.780 --> 01:28:59.020]  So back to our conversation on breeding. As far as like, I remember, Sankofa,
[01:28:59.020 --> 01:29:01.980]  you were talking to me about the Durban's that you're working with. And you were
[01:29:01.980 --> 01:29:05.020]  saying how like you were saying something about the high,
[01:29:05.020 --> 01:29:08.140]  which I thought was really interesting. You said it was like this really
[01:29:08.140 --> 01:29:12.860]  even high. I'm not sure exactly, but do you recall the conversation on that?
[01:29:12.860 --> 01:29:16.860]  Yeah, I do. I do. I do.
[01:29:17.580 --> 01:29:20.620]  And I agree with you about growing cannabis outside. You know,
[01:29:20.620 --> 01:29:25.340]  that's where you really see it show it, everything that it has
[01:29:25.340 --> 01:29:28.700]  in the genetics, its full potential. You know, we don't really get to experience
[01:29:28.700 --> 01:29:33.660]  that inside. But the Durban,
[01:29:33.660 --> 01:29:39.980]  so the Durban was from Cannabiogen. And shoot, this is probably like eight or
[01:29:39.980 --> 01:29:45.420]  nine years ago. And I grew it outside. And, you know,
[01:29:45.420 --> 01:29:50.700]  when I harvested it and I smoked it compared to the other stuff I had in my
[01:29:50.700 --> 01:29:53.340]  garden, it really didn't stand out initially,
[01:29:53.340 --> 01:29:57.260]  you know, so I kind of just put it to the side because the high
[01:29:57.260 --> 01:30:00.540]  really wasn't, you know, it was just kind of herbal
[01:30:00.540 --> 01:30:04.060]  and had a little sweetness, but kind of grassy.
[01:30:04.060 --> 01:30:08.140]  So I put it aside. But coming back to it some months later,
[01:30:08.140 --> 01:30:14.540]  it had this really unique, crisp type of high that was
[01:30:14.540 --> 01:30:20.780]  all in your head and, you know, it had no physical effects.
[01:30:20.780 --> 01:30:24.540]  But I noticed that I would just be super active and
[01:30:24.540 --> 01:30:28.300]  like cleaning the house and washing dishes and
[01:30:28.300 --> 01:30:32.700]  the thoughts are racing, but, you know, not like a super racy experience, very
[01:30:32.700 --> 01:30:38.620]  chill and grounded and relaxed, but just a very different type of
[01:30:38.620 --> 01:30:41.980]  experience. And a lot of people, they may not have
[01:30:41.980 --> 01:30:47.100]  cared for that because it's so cerebral that you could miss it if
[01:30:47.100 --> 01:30:50.540]  you're not, you know, paying attention like, wow,
[01:30:50.540 --> 01:30:54.380]  this I'm doing a bunch of stuff that I usually just think about doing
[01:30:54.380 --> 01:30:57.980]  and I'm doing all this stuff. I'm working the house, I'm cleaning the yard.
[01:30:57.980 --> 01:31:01.820]  Like, oh man, it must be that Durban. And then every time you smoke it, you get
[01:31:01.820 --> 01:31:05.340]  that same type of vibe. And yeah, that Durban
[01:31:05.340 --> 01:31:08.860]  really stood out and was the only sativa that I've had
[01:31:09.420 --> 01:31:14.700]  that specific type of experience when I smoked it, you know, compared to like
[01:31:14.700 --> 01:31:20.860]  agana sativa, which I have a lot of. That was my first breed. I used a male
[01:31:20.860 --> 01:31:27.100]  agana male from Cannabiogen again and that has more of a
[01:31:27.100 --> 01:31:32.540]  kind of a trippy high where, you know, it can be overwhelming. It kind of comes
[01:31:32.540 --> 01:31:36.540]  in waves and it's a little psychedelic, like
[01:31:36.540 --> 01:31:40.140]  visuals start to pop, colors look more vibrant and,
[01:31:40.140 --> 01:31:44.140]  you know, if you're sitting like in nature, everything kind of just opens up
[01:31:44.140 --> 01:31:48.220]  almost like, you know, coming into a psychedelic type of experience.
[01:31:48.220 --> 01:31:51.980]  And those are really cool and really fun.
[01:31:51.980 --> 01:31:55.500]  A little bit longer flowering sativa, but
[01:31:55.500 --> 01:31:59.500]  really nice and more woody, woodsy type of terps.
[01:31:59.500 --> 01:32:04.140]  If you're familiar with African sativas, a lot of times they'll have like
[01:32:04.140 --> 01:32:08.300]  these woodsy type of smoke, you know, very earthy,
[01:32:08.300 --> 01:32:13.500]  not sweet, not really sour. At least from my experience, there's a
[01:32:13.500 --> 01:32:19.020]  lot of like woodsy, you know, hardwood, cognac, dark
[01:32:19.020 --> 01:32:23.180]  type of vibes when you smoke them.
[01:32:23.180 --> 01:32:27.340]  But yeah, man, those African sativas are really special.
[01:32:27.340 --> 01:32:32.300]  The Durban is an earlier flowering one and it finished really nice out here.
[01:32:32.860 --> 01:32:36.060]  The Ghana one, the hybrids I have with the Ghana, they
[01:32:36.060 --> 01:32:43.100]  typically finish like in mid-November, you know, and they're all, everything
[01:32:43.100 --> 01:32:48.140]  from those, in my opinion, the sativa really made the highs more interesting.
[01:32:48.140 --> 01:32:51.900]  And just, it was just, it was my personal,
[01:32:51.900 --> 01:32:57.740]  you know, my personal pursuit of that type of high and it wasn't really
[01:32:57.740 --> 01:33:01.260]  available here in the Bay Area. Like, you know, we had
[01:33:01.260 --> 01:33:05.260]  Blue Dream and OGs and all these different cool
[01:33:05.260 --> 01:33:08.700]  hybrids and really nice strains, but I was just seeking something
[01:33:08.700 --> 01:33:13.340]  different. And I had smoked the Durban a long time
[01:33:13.340 --> 01:33:16.380]  ago, back when we used to buy weed from the
[01:33:16.380 --> 01:33:19.500]  club and, you know, we would all go in, we were
[01:33:19.500 --> 01:33:21.660]  young, so everybody's like, okay, everybody
[01:33:21.660 --> 01:33:26.940]  put 10, 15 in and let's get whatever or even five up and let's get the gram,
[01:33:26.940 --> 01:33:30.540]  five, five, five. But they were out of purple that day and
[01:33:30.540 --> 01:33:35.580]  so my bredrin got me some Durban Poison and it was just really a different type
[01:33:35.580 --> 01:33:39.740]  of high and I remember that smoke, you know,
[01:33:39.740 --> 01:33:44.300]  and that's what kind of got me interested in growing sativas
[01:33:44.300 --> 01:33:48.460]  was from having that initial smoke. And this wasn't the Durban Poison that I
[01:33:48.460 --> 01:33:52.780]  see today that's kind of short and really fast finishing with like heavy
[01:33:52.780 --> 01:33:55.740]  terpeneline, you know, it's hard to get away from that
[01:33:55.740 --> 01:34:00.620]  terp, but really, really fast, like seven week type of strain. It wasn't
[01:34:00.620 --> 01:34:04.220]  that one, this was a more like licoricey
[01:34:04.220 --> 01:34:10.300]  anise, like a cup of coffee, you know, very strong head high. But yeah man, I
[01:34:10.300 --> 01:34:13.340]  don't want to rant too, talk too much, but those African
[01:34:13.340 --> 01:34:16.700]  sativas, you know, they're real special for me and
[01:34:16.700 --> 01:34:20.460]  they would do really well in hybrids, like outcrosses, you know,
[01:34:20.460 --> 01:34:24.700]  you get some really interesting phenyl. So, you know.
[01:34:24.700 --> 01:34:28.140]  No, I appreciate it. This is what it's about where you're,
[01:34:28.140 --> 01:34:31.500]  yeah, that's great.
[01:34:32.700 --> 01:34:35.820]  Oh, may I say one more thing though? Please. Back to,
[01:34:35.820 --> 01:34:40.060]  because I know we moved forward on the cherry pie, but I'm just gonna say,
[01:34:40.060 --> 01:34:44.300]  you know, if you think cherry pie is hype,
[01:34:44.300 --> 01:34:47.900]  you haven't had the real cherry pie, in my opinion.
[01:34:47.900 --> 01:34:53.820]  And like, when I grow cherry pie or any of the cherry crosses, sour cherry,
[01:34:53.820 --> 01:34:57.660]  you know, which is from grasshoppers, like a cherry by sourd,
[01:34:57.660 --> 01:35:02.700]  NYCD, which is a really nice, I grow that. My family members, they
[01:35:02.700 --> 01:35:06.780]  be sweating me for the cherry pie. That's the first thing to sell, always.
[01:35:06.780 --> 01:35:10.380]  And it's just a really nice smoke and it doesn't really
[01:35:10.380 --> 01:35:14.300]  get you blasted or, you know, if you're looking for a real punchy,
[01:35:14.300 --> 01:35:18.700]  cush type of high, that's not it. And I think that the cherry pie is like a
[01:35:18.700 --> 01:35:23.500]  purple and a durban, if I'm not mistaken. But it's just a
[01:35:23.500 --> 01:35:27.980]  really nice, classy smoke. And I mean, I got people who sweat me for that cherry
[01:35:27.980 --> 01:35:31.660]  pie. So I know that it's something special and
[01:35:31.660 --> 01:35:35.100]  it's not my favorite smoke, but when I have it,
[01:35:35.100 --> 01:35:40.060]  it's gone faster than a lot of other things because it's just so tasty.
[01:35:40.060 --> 01:35:43.740]  It's just so nice. And until you try it, I don't want to hear
[01:35:43.740 --> 01:35:47.740]  anything about anything about hype. I've seen a lot of hype,
[01:35:47.740 --> 01:35:51.340]  and I'm not going to speak on hype, but I know
[01:35:51.340 --> 01:35:54.860]  from my experience, like I'm a smoker first. I'm not a breeder
[01:35:54.860 --> 01:35:57.980]  first trying to make a business. For me, it's about
[01:35:57.980 --> 01:36:02.060]  having good quality herb, being able to share with your family members.
[01:36:02.060 --> 01:36:06.380]  Growing it outside is ideal. That's natural. The sun is going to do it for
[01:36:06.380 --> 01:36:09.820]  you. But at the end of the day, if you need to
[01:36:09.820 --> 01:36:13.580]  sell the bag, that cherry pie is going to move. You
[01:36:13.580 --> 01:36:16.300]  know what I mean? And people are going to be happy about it.
[01:36:16.300 --> 01:36:20.300]  So that's really what it's all about, is making people happy. It might not be your
[01:36:20.300 --> 01:36:25.260]  flavor per se, but when you need some money,
[01:36:25.260 --> 01:36:29.740]  it's nice to be able to know that you're going to be able to
[01:36:29.740 --> 01:36:35.180]  take care of yourself. And it's nice to have some flavors around,
[01:36:35.180 --> 01:36:37.820]  man. So don't be mad if you haven't had the real
[01:36:37.820 --> 01:36:41.820]  cherry pie like we got cherry pie. And I'm not even trying to say we
[01:36:41.820 --> 01:36:45.180]  got cherry pie because it's not like that. You can have the same cherry pie.
[01:36:45.180 --> 01:36:49.420]  It's available. So that's all I'm saying. I'm not going
[01:36:49.500 --> 01:36:51.980]  to speak to, I don't want to cause any drama.
[01:36:51.980 --> 01:36:56.140]  Not for the drama, but I think it's a really special strain.
[01:36:56.140 --> 01:37:02.300]  And I'm not a cookie lover either, but when cookies first came out out here,
[01:37:02.300 --> 01:37:06.220]  it was not the cookies that I see today. It was extremely potent.
[01:37:06.220 --> 01:37:12.140]  It was very dense, heavy buds. An eighth would look like a gram, damn near.
[01:37:12.140 --> 01:37:16.300]  And a pound would look like a half a pound.
[01:37:16.380 --> 01:37:20.780]  You'd really be like, is this correct? Because it was just a different level.
[01:37:20.780 --> 01:37:23.820]  And I know a lot of S1s are going around now.
[01:37:23.820 --> 01:37:30.460]  And you know, but that original cut, I had grew one from Purple City Genetics.
[01:37:30.460 --> 01:37:34.140]  Got the cut just from a club in Berkeley back in the day and just threw it in the
[01:37:34.140 --> 01:37:37.500]  yard. It was some of the most potent herb. And
[01:37:37.500 --> 01:37:43.820]  people from the Caribbean were like, yo, that weed there, it's strong, strong,
[01:37:43.820 --> 01:37:46.460]  strong. It's like really, really, really good herb.
[01:37:46.460 --> 01:37:51.740]  So, you know, don't always believe the hype. A lot of times stuff gets watered
[01:37:51.740 --> 01:37:55.980]  down after years and years. But originally, some of these things,
[01:37:55.980 --> 01:38:00.300]  if you could get it closer to the source, man, there's some special herb.
[01:38:00.300 --> 01:38:04.540]  And that's why they've kind of stayed around and everybody's working with them.
[01:38:04.540 --> 01:38:09.180]  Whether you like it or not, it could be an accidental pollination,
[01:38:09.740 --> 01:38:15.340]  but it's stuck around for over a decade. So, you know, not everybody can say that
[01:38:15.340 --> 01:38:20.380]  about different strains. And it's a lot of BS floating around.
[01:38:20.380 --> 01:38:24.860]  But when you get that real bag, you understand why everybody keeps messing
[01:38:24.860 --> 01:38:27.660]  with it. So that's all I'm going to say about that.
[01:38:27.660 --> 01:38:35.340]  I completely agree. I mean, we're probably the last ones to talk about how great
[01:38:35.340 --> 01:38:38.540]  cookie strains are, but I mean, you know, they're good.
[01:38:41.260 --> 01:38:47.500]  I guess, so we're at 20 minutes left. So we'll maybe like round it up with one
[01:38:47.500 --> 01:38:56.780]  last question for everybody. And my question is just, because we're talking about land
[01:38:56.780 --> 01:39:02.620]  race genetics and we're talking about African genetics, but I mean, the main purpose is
[01:39:03.180 --> 01:39:08.780]  smoking it and effect. So my question is just, you know, what is your favorite effect
[01:39:09.900 --> 01:39:14.140]  from cannabis? Like what is one of your favorite things to smoke? And what is the effect from that?
[01:39:14.140 --> 01:39:17.500]  And like, why do you enjoy that? And I'll go first, just so you guys can think about
[01:39:17.500 --> 01:39:22.460]  whatever it is. So this last year I've been growing, I grew some blueberry and some flow
[01:39:23.420 --> 01:39:31.820]  from DJ Short. And I really liked the effect of it. And the effect was
[01:39:34.620 --> 01:39:38.540]  almost so like with some weed, like with indica is it's kind of like a muffling
[01:39:39.660 --> 01:39:44.940]  of like, like it's like strong kind of heavy kind of muffles. And sometimes when you have a sativa,
[01:39:45.660 --> 01:39:51.660]  it's kind of like a lightening of the mood. But what I found with like these blueberries is it's
[01:39:51.660 --> 01:39:59.420]  kind of like helps put you in a specific mood and a specific way of like, for me, it was a specific
[01:39:59.420 --> 01:40:04.460]  way of an internal monologue. So like when I'm talking to myself after smoking this blueberry,
[01:40:05.100 --> 01:40:10.620]  I have a certain way of talking to myself. And kind of what I had called this specific cut was
[01:40:10.620 --> 01:40:17.660]  like the teacher, because when I would smoke this plant, the way that I would talk to myself was if
[01:40:17.660 --> 01:40:24.380]  I was teaching myself something. So I was kind to myself, I was, you know, saying, Hey, Jamal,
[01:40:24.380 --> 01:40:28.860]  you know, don't do it this way, do it this way. And like, you know, kind of the way that I was
[01:40:28.860 --> 01:40:35.500]  treating myself. And I really valued that. Because, you know, like, there's all these
[01:40:35.500 --> 01:40:40.060]  different things that we talk about when it goes into cannabis. But like, the most important thing
[01:40:40.060 --> 01:40:47.420]  is how it makes you feel and to really be able to at certain points, slow down enough and acknowledge
[01:40:47.420 --> 01:40:53.100]  that because I mean, for me, I'll smoke and then go to work. I'll smoke and then go do whatever
[01:40:53.100 --> 01:40:59.100]  else I'm going to do. And it's, you know, it's rare that we get a chance to smoke, sit down and
[01:40:59.100 --> 01:41:06.540]  observe how we feel and how the cannabis makes us feel. And so I would just encourage everybody,
[01:41:06.540 --> 01:41:13.100]  you know, sometimes smoke and, you know, see how it makes you feel, see how it's helping you. Is it
[01:41:13.100 --> 01:41:20.940]  helping you? So yeah, you know, blueberry is supposed to be great for anxiety and, you know,
[01:41:20.940 --> 01:41:27.180]  for certain people's body chemistries. And I would just, you know, really encourage people to look
[01:41:27.180 --> 01:41:31.420]  into different varieties. So you know, if anybody wants to jump in with, you know, what they like
[01:41:31.420 --> 01:41:45.900]  to smoke and why. I can go next. Well, for me is that I appreciated all of it. I mean,
[01:41:46.460 --> 01:41:52.140]  it's a great experience. I look at the plant as a whole, the plant. Yeah, I know you have
[01:41:52.860 --> 01:42:02.220]  a lot of different plants. I don't know if you've ever heard of it.
[01:42:02.220 --> 01:42:06.380]  Oh, you're cutting out so bad on this, man. I really want to hear what you have to say,
[01:42:06.380 --> 01:42:10.060]  because of how it started out, but you're like, I can't hear you at all.
[01:42:10.620 --> 01:42:13.980]  You hear me now? Yeah, right now you're good. I'm struggling.
[01:42:14.940 --> 01:42:19.020]  Yeah. I just love it all. I'm not prejudiced towards the plant. I'll try to say.
[01:42:19.660 --> 01:42:29.980]  I just love it. I even grew Ruderalis and tried to Ruderalis. It's a great experience. Don't
[01:42:29.980 --> 01:42:36.540]  short yourself. Go ahead and enjoy the plant for what it is, whether it's Sativa, Zindica,
[01:42:36.540 --> 01:42:42.940]  Hybrids, Ruderalis, whatever. Enjoy. It's a great experience, you know, and then you can really
[01:42:42.940 --> 01:42:50.060]  speak on it. For me, I enjoyed all of it. Some days I just don't want to be sedated by some
[01:42:50.060 --> 01:42:55.580]  chem dogs. Some days, you know, I want to chill with the kids and be happy and laughy and chatty
[01:42:55.580 --> 01:43:01.660]  and just not out of it. So there's different stuff that it brings to the table, all of these different
[01:43:03.020 --> 01:43:08.860]  genetics. And I think they're worth embracing from the Ruderalis all the way to the Sativas.
[01:43:09.580 --> 01:43:15.020]  I think everyone should try to have that experience for themselves. It's a beautiful thing.
[01:43:17.820 --> 01:43:24.540]  So, you know, I have nothing specific to say about who I love this one or I love that one. No,
[01:43:24.540 --> 01:43:29.980]  I use some cookies. There's some great cookies. I use some Ruderalis. They're great as well.
[01:43:29.980 --> 01:43:36.620]  Everything has its place in time and depending on what your needs are at that time. Wouldn't
[01:43:36.620 --> 01:43:41.340]  it be good to have a huge menu as opposed to just, you know, a bunch of hybrid that
[01:43:41.980 --> 01:43:48.700]  kind of sedates as opposed to make you more sedated and stuff. But not much to say on it.
[01:43:48.700 --> 01:43:55.340]  Embrace it all. Love it all. Love it as a plant for what it is. Doesn't matter what type of plant
[01:43:55.340 --> 01:44:10.860]  it is. Just love the plant. Thank you. I'm up. I don't know how to follow that. That's just,
[01:44:10.860 --> 01:44:19.100]  that's like, just love the plant, you know, because he's right. You know, it has its different
[01:44:19.820 --> 01:44:27.420]  applications. You don't want to smoke OG and have to go out and do a bunch of activities necessarily,
[01:44:28.060 --> 01:44:34.940]  you know, or maybe that's what you like to do, you know. But personally, I like the more light,
[01:44:35.900 --> 01:44:41.980]  upbeat type of smoking experiences because I like to stay active and, you know,
[01:44:45.420 --> 01:44:53.500]  still be able to talk and function around family and, you know. So, I really don't,
[01:44:54.300 --> 01:45:01.500]  I don't have a specific favorite, you know. I really like, I like the hazes, you know,
[01:45:02.060 --> 01:45:06.220]  and some of the hybrids with the land race have kind of been
[01:45:07.100 --> 01:45:12.780]  more of the things that I've favored as far as growing and smoking, you know what I mean. And
[01:45:14.700 --> 01:45:19.820]  like the, something that Grasshopper did that really stood out to me
[01:45:20.620 --> 01:45:31.580]  was the Vibranium, which was purple Urkel by Durban Poison Ghana. And there was one female,
[01:45:32.860 --> 01:45:37.660]  and I don't remember the number of it. I don't, there wasn't a cut that was kept of it, but
[01:45:37.660 --> 01:45:44.060]  it smoked like the purple, but it had this really luminous high, like from the land race sativa.
[01:45:44.060 --> 01:45:51.740]  And it was just really, really exceptional and unique and kind of gave me, it gave the flavor of
[01:45:53.420 --> 01:45:59.580]  the sweet purple and also the high from the sativa. So, I kind of like, you know, playing
[01:45:59.580 --> 01:46:06.860]  with stuff like that and, you know, but like I said, when they're gone, if you didn't keep a cut,
[01:46:07.420 --> 01:46:14.140]  it's gone. So, it's really just about popping more seeds and, you know, experiencing all these
[01:46:14.140 --> 01:46:20.460]  different flavors for yourself. And, you know, if you do keep a male and you have some nice females,
[01:46:20.460 --> 01:46:25.820]  you can make some seeds and you could start to, you know, do your own little exploring and
[01:46:25.820 --> 01:46:32.540]  selecting and figure out what works best for you and for your environment, you know, as things
[01:46:32.540 --> 01:46:37.740]  begin to free up more and you're able to do things outside, you know, you find what works
[01:46:37.740 --> 01:46:43.660]  good for your environment and you just go from there, you know. So, I really think that the
[01:46:43.660 --> 01:46:52.060]  cannabis plant, it's just such a wide spectrum of, you know, types of plants from the ruderalis
[01:46:52.060 --> 01:46:58.380]  indicus to the sativas and everything in between. So, there's really a lot of exploring that we
[01:46:58.380 --> 01:47:04.700]  have to do. And I think that as this community grows, which I think with the internet, it's
