[00:00.000 --> 00:02.000]  1003
[02:49:57.790 --> 02:50:00.790]  then be on your own, do your own thing. Right. I mean,
[02:50:02.790 --> 02:50:04.790]  it's, it's a kind of a trip for me, you know,
[02:50:05.790 --> 02:50:09.790]  that you guys invited me on the show. Cause like I've, you know,
[02:50:10.790 --> 02:50:14.790]  since I've grown, I've just been a dude doing this cause I love it,
[02:50:15.790 --> 02:50:19.790]  you know, like in my basement or, you know, sometimes in my whole house,
[02:50:20.790 --> 02:50:23.790]  and it's like you know,
[02:50:23.790 --> 02:50:26.790]  I do it cause this is what I want to do and it's what interests me and compels
[02:50:26.790 --> 02:50:31.790]  me. And then all of a sudden, you know, you do that for a while and,
[02:50:32.790 --> 02:50:36.790]  people start throwing seeds at you and people start inviting you on podcasts
[02:50:36.790 --> 02:50:40.790]  and people start trying to throw money at you for seeds. And it's like,
[02:50:42.790 --> 02:50:46.790]  you know, if, if I had been on the hype train for 10 years,
[02:50:46.790 --> 02:50:47.790]  instead of doing my own thing,
[02:50:48.790 --> 02:50:52.790]  then I would just be some other dude growing hype weed out there. Right.
[02:50:52.790 --> 02:50:53.790]  Like you guys wouldn't want to interview me.
[02:50:53.790 --> 02:50:55.790]  Like the people here probably wouldn't want to,
[02:50:56.790 --> 02:51:01.790]  they wouldn't think I had anything interesting to say. So, you know, that's,
[02:51:01.790 --> 02:51:06.790]  that's something that like, and to be totally honest, I, you know,
[02:51:07.790 --> 02:51:10.790]  I would, I kind of followed even the underground hype at some,
[02:51:10.790 --> 02:51:15.790]  at some points. But that would be my advice is like,
[02:51:15.790 --> 02:51:18.790]  if you have really unique flavors or,
[02:51:18.790 --> 02:51:21.790]  and you want to get into seed making,
[02:51:23.790 --> 02:51:27.790]  don't make what you think people are going to be really into.
[02:51:28.790 --> 02:51:31.790]  Make what you're really into. Yeah.
[02:51:32.790 --> 02:51:36.790]  And you'll, you'll just be so much happier with the results.
[02:51:36.790 --> 02:51:41.790]  And it's like a piece of self-expression that, you know,
[02:51:42.790 --> 02:51:45.790]  to me it's like a little bit magical. I think when we,
[02:51:45.790 --> 02:51:49.790]  just as a general life rule if you're doing things because you think you should
[02:51:49.790 --> 02:51:55.790]  be doing them or whatever it's got a totally different outcome and way that it
[02:51:56.790 --> 02:52:00.790]  affects the world than if you do something because you think it's right or you
[02:52:00.790 --> 02:52:05.790]  think it's good or you think it's going to produce good. Like if it's,
[02:52:06.790 --> 02:52:10.790]  if it really comes from your soul I think, you know,
[02:52:10.790 --> 02:52:12.790]  whether it's breeding or life or whatever,
[02:52:12.790 --> 02:52:18.790]  like it's going to have such a bigger and more meaningful impact maybe in ways
[02:52:18.790 --> 02:52:22.790]  that you can never even understand, you know,
[02:52:22.790 --> 02:52:26.790]  than if you do things for other people or for appearances or whatever.
[02:52:26.790 --> 02:52:29.790]  So that's my, my cheesy advice for the day.
[02:52:30.790 --> 02:52:33.790]  Yeah. And I think, I think it relates to other things. I mean, for me with music,
[02:52:33.790 --> 02:52:36.790]  I'm the same way where it's like, I have my own tastes.
[02:52:36.790 --> 02:52:40.790]  I have my conviction about, I don't care if other people don't like my tastes.
[02:52:40.790 --> 02:52:44.790]  I'm always listening to stuff, you know,
[02:52:44.790 --> 02:52:48.790]  that's out there and people I respect being like, okay, what are they into?
[02:52:48.790 --> 02:52:51.790]  And being like, okay, I like that. I don't really like that.
[02:52:52.790 --> 02:52:54.790]  But just staying on your own path.
[02:52:55.790 --> 02:52:59.790]  Yes. Amen to that. Amen. And not to change the subject,
[02:52:59.790 --> 02:53:02.790]  but do you guys ever remember seeing the weed,
[02:53:02.790 --> 02:53:04.790]  the green weed that had purple hairs in it?
[02:53:04.790 --> 02:53:06.790]  And dating yourself again. And we used to get, Peter,
[02:53:06.790 --> 02:53:08.790]  we used to get it up in your hood.
[02:53:10.790 --> 02:53:13.790]  That was the only place I ever found it, but it was crazy.
[02:53:13.790 --> 02:53:15.790]  I used to know it in Miller Hill Road.
[02:53:18.790 --> 02:53:23.790]  The only experience I had had with that was actually in high school,
[02:53:23.790 --> 02:53:27.790]  you know, in the Midwest, there was, someone said it came from California.
[02:53:27.790 --> 02:53:32.790]  And then we got, we got a pound of this reverse weed.
[02:53:32.790 --> 02:53:39.790]  And it was this really bright green bud and it had purple and pink pistols on
[02:53:39.790 --> 02:53:43.790]  it. And, you know, we had never seen anything like it.
[02:53:43.790 --> 02:53:48.790]  And it had to this day, it's the closest thing, you know,
[02:53:48.790 --> 02:53:52.790]  I don't know if roadkill is even real to be honest at this point,
[02:53:52.790 --> 02:53:55.790]  but it smelled like straight roadkill skunk.
[02:53:56.790 --> 02:53:59.790]  And it was the only time I saw it, only time I experienced it,
[02:54:00.790 --> 02:54:01.790]  but unbelievably beautiful.
[02:54:02.790 --> 02:54:06.790]  I'd love to get some of that again. Totally. That was one of my favorites for sure.
[02:54:08.790 --> 02:54:12.790]  The folklore with that is that it was so skunky that you had to breed that
[02:54:12.790 --> 02:54:17.790]  away. And that's why nobody really has it anymore is because everybody had to
[02:54:17.790 --> 02:54:20.790]  start breeding it a little bit less because it was getting everybody in
[02:54:20.790 --> 02:54:21.790]  trouble with how far.
[02:54:22.790 --> 02:54:24.790]  Yeah. You got caught because it's skunk.
[02:54:25.790 --> 02:54:26.790]  Yeah. I mean, it was like,
[02:54:26.790 --> 02:54:28.790]  what do you have a dead skunk in your house permanently?
[02:54:29.790 --> 02:54:33.790]  I mean, I was just trying to hide it for my jars for my, my mom, you know?
[02:54:33.790 --> 02:54:37.790]  And it's like, I couldn't do it. Like it was sketchy for me.
[02:54:37.790 --> 02:54:41.790]  I had to keep it in a jar, not touch the lid after I touched the bud.
[02:54:41.790 --> 02:54:43.790]  And I, you know, when I had friends over,
[02:54:43.790 --> 02:54:45.790]  I wouldn't even open the jar in the house to show them.
[02:54:45.790 --> 02:54:50.790]  Cause it was, it was too crazy. And so I, I mean,
[02:54:50.790 --> 02:54:53.790]  I can totally see that back in the nineties or late two thousands.
[02:54:54.790 --> 02:54:58.790]  Yeah. It came in a double wrapped seal meal was the way it came.
[02:54:59.790 --> 02:55:02.790]  Cause it was just even, even in a seal meal, you could smell the fucking shit.
[02:55:04.790 --> 02:55:07.790]  Yeah. I remember that was how you would almost sell skunks to each other back
[02:55:07.790 --> 02:55:11.790]  in the day is to open up the jar. Now it's called like loud basically.
[02:55:11.790 --> 02:55:14.790]  So how loud is it? And if you could open up the jar and just,
[02:55:14.790 --> 02:55:16.790]  it starts to reek, then obviously, you know,
[02:55:16.790 --> 02:55:21.790]  that was really more of what sold it was just that if it had that specific
[02:55:21.790 --> 02:55:22.790]  skunks funk.
[02:55:25.790 --> 02:55:26.790]  Totally. Totally.
[02:55:29.790 --> 02:55:31.790]  Well, do we have a, do we have questions for Jim?
[02:55:32.790 --> 02:55:35.790]  I know at the three hour mark, everybody's kind of like,
[02:55:39.790 --> 02:55:42.790]  all right. If anyone has questions, throw them up there.
[02:55:42.790 --> 02:55:43.790]  Yeah. People are riffing.
[02:55:43.790 --> 02:55:47.790]  People are talking about kind of what they're personally going for.
[02:55:49.790 --> 02:55:53.790]  Blue wants floral and citrus.
[02:55:56.790 --> 02:55:58.790]  Someone has brain overload.
[02:56:13.390 --> 02:56:14.390]  That's awesome.
[02:56:14.390 --> 02:56:20.160]  From Jack and actually this reminds me, you know,
[02:56:20.160 --> 02:56:22.160]  the last time you were on was I tried to,
[02:56:23.160 --> 02:56:27.160]  I thought conceptually it'd be cool to have a breeder on and then you know,
[02:56:27.160 --> 02:56:31.160]  conceptually it'd be cool to have a breeder on and then a bunch of people who
[02:56:31.160 --> 02:56:34.160]  have actually grown that person's stuff just kind of,
[02:56:34.160 --> 02:56:39.160]  and from different places like indoor, outdoor, New England, Colorado,
[02:56:39.160 --> 02:56:40.160]  SoCal,
[02:56:41.160 --> 02:56:46.160]  and just sharing stories and giving feedback to that breeder.
[02:56:47.160 --> 02:56:51.160]  I want to do more of those, which I think would be cool.
[02:56:51.160 --> 02:56:53.160]  Totally. Yeah, no, it was,
[02:56:53.160 --> 02:56:56.160]  it was awesome for me to be able to come on with mean gene, you know,
[02:56:57.160 --> 02:56:59.160]  I, you know, as much of his stuff that I've grown,
[02:56:59.160 --> 02:57:03.160]  I really haven't gotten to talk much shop with him.
[02:57:03.160 --> 02:57:08.160]  And I certainly look up to him, you know, in the cannabis industry.
[02:57:08.160 --> 02:57:12.160]  So it's very cool to, you know,
[02:57:12.160 --> 02:57:14.160]  have the opportunity to come on the show with them.
[02:57:17.620 --> 02:57:19.620]  Oh, that's, that's very sweet of Robin Thomas.
[02:57:20.620 --> 02:57:26.620]  I'm glad that glad that people are getting benefits from the information.
[02:57:28.620 --> 02:57:32.620]  You see that question? Yeah. My, my thoughts on auto flowers.
[02:57:33.620 --> 02:57:38.620]  You know, I think it's awesome that the convenience of them.
[02:57:40.620 --> 02:57:46.620]  I hate to say I've never really enjoyed like smoking much auto flower.
[02:57:47.620 --> 02:57:49.620]  Not that I don't enjoy it. You know, I'm not going to smoke it.
[02:57:49.620 --> 02:57:53.620]  And like, if I don't have weed and you give me a bag of auto flower,
[02:57:53.620 --> 02:57:57.620]  but I'm not going to be like, Oh, you know, I'm too good for this.
[02:57:57.620 --> 02:58:01.620]  But if it's sitting next to my own jars of, you know,
[02:58:02.620 --> 02:58:07.620]  homegrown OGs and freeborn and some sativas and stuff like I'm going to pick
[02:58:07.620 --> 02:58:08.620]  those every time.
[02:58:09.620 --> 02:58:13.620]  So I do think it's really convenient the way that auto flowers grow.
[02:58:14.620 --> 02:58:18.620]  I just, I, and part of it's maybe that I just haven't smoked very many,
[02:58:18.620 --> 02:58:24.620]  but the few that I have smoked, I just thought they were, they were, again,
[02:58:24.620 --> 02:58:28.620]  they were pretty generic. There was no standout turps, no standout effects.
[02:58:29.620 --> 02:58:33.620]  It seems like those are more catered to cultivators than they are to consumers.
[02:58:35.620 --> 02:58:38.620]  Yeah. I think it's going to be a while before that catches up with some of the,
[02:58:38.620 --> 02:58:41.620]  you know, the regular non-reals.
[02:58:43.620 --> 02:58:46.620]  I counted. Did I throw that? No, I did throw this up, right?
[02:58:47.620 --> 02:58:52.620]  Yeah. No, I didn't address it at all. My favorite freeborn selections.
[02:58:52.620 --> 02:58:56.620]  I mean, you know, it's always tough to answer the question favorite,
[02:58:57.620 --> 02:58:59.620]  especially with cannabis because of the diversity.
[02:59:00.620 --> 02:59:03.620]  But I can definitely tell you some of the most memorable.
[02:59:04.620 --> 02:59:05.620]  So, you know,
[02:59:05.620 --> 02:59:10.620]  the one that really put Mean Gene on the map for me personally was In the Pines
[02:59:11.620 --> 02:59:13.620]  that he released through Aficionado.
[02:59:15.620 --> 02:59:19.620]  And I had, I had really never experienced anything like that.
[02:59:19.620 --> 02:59:23.620]  I think it must have some CBD in there. It's just, it's amazing effect.
[02:59:23.620 --> 02:59:24.620]  Amazing, amazing, amazing.
[02:59:25.620 --> 02:59:30.620]  And the flavor is like super unique and super intense.
[02:59:31.620 --> 02:59:35.620]  You know, it's not like a, Oh, it smells kind of like pineapple. It's like,
[02:59:36.620 --> 02:59:40.620]  dude, this tastes like I'm smoking pineapple syrup.
[02:59:41.620 --> 02:59:42.620]  So, you know,
[02:59:42.620 --> 02:59:46.620]  that's a really incredible experience that really made In the Pines stand out.
[02:59:46.620 --> 02:59:50.620]  And he has since released Pina, which is the father to In the Pines.
[02:59:52.620 --> 02:59:54.620]  And I hate to say that's been sitting in my fridge for years.
[02:59:55.620 --> 02:59:58.620]  I really want to make a big increase with those seeds and I just haven't gotten
[02:59:58.620 --> 02:59:59.620]  to it yet.
[03:00:00.620 --> 03:00:03.620]  Don't you have seeds, the cherry limeade cross with the Pina?
[03:00:04.620 --> 03:00:06.620]  I've got seeds of the cherry limeade Pina,
[03:00:06.620 --> 03:00:11.620]  and then I've also got Pina in it or sorry, pure Pina.
[03:00:11.620 --> 03:00:15.620]  So I've got both of those and I've grown the cherry limeade cross the Pina,
[03:00:15.620 --> 03:00:19.620]  but I haven't grown the pure Pina yet, but I definitely need to get to those.
[03:00:19.620 --> 03:00:21.620]  Those are super, super special.
[03:00:23.620 --> 03:00:26.620]  And then really, you know, the thing mean gene's known for is, is lime.
[03:00:28.620 --> 03:00:31.620]  And he's got, you know, a million different versions of lime.
[03:00:32.620 --> 03:00:35.620]  And it's really cool to kind of go through the different ones,
[03:00:35.620 --> 03:00:37.620]  but the best tasting,
[03:00:37.620 --> 03:00:41.620]  weed I think I've ever smoked is one of his new lime crosses.
[03:00:42.620 --> 03:00:45.620]  It's new lime crossed to macrotte mandarin crossed to lime pop.
[03:00:46.620 --> 03:00:52.620]  And it tastes like you're smoking lime rind or like a lime soda.
[03:00:53.620 --> 03:00:57.620]  It's just, it's really intense, really unusual.
[03:00:59.620 --> 03:01:02.620]  And so, I mean, you know, he's just, he's a, he's a,
[03:01:03.620 --> 03:01:04.620]  he's a really good guy.
[03:01:04.620 --> 03:01:06.620]  And so, I mean, you know, he's, he's just,
[03:01:06.620 --> 03:01:08.620]  his whole lineup is kind of like that, you know,
[03:01:08.620 --> 03:01:12.620]  everything he smoked from him is it's just very, very unique.
[03:01:13.620 --> 03:01:15.620]  You're not going to find that experience elsewhere.
[03:01:17.620 --> 03:01:20.620]  So, you know, if you're getting something from mean gene yeah,
[03:01:20.620 --> 03:01:24.620]  I would look for his lime. I've heard amazing things about his cherry west.
[03:01:26.620 --> 03:01:30.620]  And I mean, hard, hard to go wrong with him.
[03:01:31.620 --> 03:01:33.620]  I think everything I've had from him has been really impressive.
[03:01:36.620 --> 03:01:39.620]  Here's a breeding question.
[03:01:40.620 --> 03:01:43.620]  What, or if you can tell a story of something that you crossed with
[03:01:43.620 --> 03:01:47.620]  something else that had outcomes that were disastrous or.
[03:01:48.620 --> 03:01:51.620]  Sure. Yup. Yeah. The most disastrous.
[03:01:52.620 --> 03:01:54.620]  I might take a toke before, before I delved into this.
[03:01:54.620 --> 03:02:03.500]  So the most disastrous experience that I had
[03:02:06.500 --> 03:02:08.500]  was probably with a, a Herm run
[03:02:10.500 --> 03:02:12.500]  because I made several thousand seeds.
[03:02:13.500 --> 03:02:15.500]  It was probably my biggest seed run I've ever done.
[03:02:16.500 --> 03:02:18.500]  And none of them were used usable at all.
[03:02:20.500 --> 03:02:23.500]  And what that was, was some of my own seeds
[03:02:24.500 --> 03:02:26.500]  from my, the first pollination I had ever done.
[03:02:26.500 --> 03:02:29.500]  Was using a Greedo stash male from Bodie.
[03:02:30.500 --> 03:02:32.500]  And I hit a couple of clones.
[03:02:33.500 --> 03:02:36.500]  One of them was one of my all-time favorites, a 707 headband.
[03:02:38.500 --> 03:02:40.500]  And I grew a bunch of those seeds.
[03:02:41.500 --> 03:02:46.500]  And some of them were amazing, like amazing, great smoke, stable,
[03:02:47.500 --> 03:02:48.500]  all that stuff.
[03:02:49.500 --> 03:02:52.500]  And then some other ones were not stable and they ended up being
[03:02:52.500 --> 03:02:53.500]  super bad.
[03:02:54.500 --> 03:02:57.500]  And I left my grow, you know, I went like to the mountains
[03:02:58.500 --> 03:03:00.500]  for a bit or something and, you know, left it behind.
[03:03:01.500 --> 03:03:04.500]  And of course I come back and I think two or three of the
[03:03:05.500 --> 03:03:08.500]  females were just covered in male flowers, pollinated the
[03:03:09.500 --> 03:03:10.500]  whole room.
[03:03:11.500 --> 03:03:14.500]  So, you know, it was like several lights worth that were
[03:03:15.500 --> 03:03:18.500]  just full of seeds from, from the, from the, from the
[03:03:18.500 --> 03:03:19.500]  hermgenetics.
[03:03:20.500 --> 03:03:21.500]  So that sucked.
[03:03:22.500 --> 03:03:23.500]  That's like the biggest horror story.
[03:03:24.500 --> 03:03:27.500]  But as far as advice for males, you know, it'd be like if you
[03:03:28.500 --> 03:03:31.500]  know a strain herms like that, like don't use a male from that
[03:03:32.500 --> 03:03:33.500]  strain cultivar, sorry.
[03:03:34.500 --> 03:03:37.500]  It's like, I, I'm not gonna, I might pick a stable female
[03:03:38.500 --> 03:03:41.500]  from that line and clone it and breed with that one.
[03:03:42.500 --> 03:03:45.500]  But I'm not gonna, I'm not gonna, I'm not gonna, I'm not
[03:03:45.500 --> 03:03:48.500]  gonna pick a male when I know it's sisters.
[03:03:49.500 --> 03:03:52.500]  Several of them have hermaphroditic tendencies.
[03:03:53.500 --> 03:03:56.500]  That male probably does as well and he's probably gonna pass
[03:03:57.500 --> 03:03:58.500]  on the gene.
[03:03:59.500 --> 03:04:03.500]  So, you know, the, the thing to me is like, and I also
[03:04:04.500 --> 03:04:07.500]  avoid males that are on the extremes.
[03:04:08.500 --> 03:04:11.500]  So a lot of guys will, you know, they'll, they'll, they'll
[03:04:11.500 --> 03:04:14.500]  look for the biggest male, you know, the one that's the
[03:04:15.500 --> 03:04:18.500]  biggest yielding, or they look for the stinkiest one, or they
[03:04:19.500 --> 03:04:22.500]  look for the most vigorous or I don't do that.
[03:04:23.500 --> 03:04:27.500]  I will look for the one that represents his sisters that
[03:04:28.500 --> 03:04:29.500]  I enjoyed the most.
[03:04:30.500 --> 03:04:33.500]  And there's reason to believe that, you know, that's not
[03:04:34.500 --> 03:04:35.500]  the case.
[03:04:36.500 --> 03:04:39.500]  But I do look for the male that's the biggest yielding.
[03:04:39.500 --> 03:04:42.500]  And there's reason to believe that, you know, there might be
[03:04:43.500 --> 03:04:44.500]  some error with that.
[03:04:45.500 --> 03:04:47.500]  Like there's some traits that are tied to males.
[03:04:48.500 --> 03:04:50.500]  So they might not even express in the females.
[03:04:51.500 --> 03:04:54.500]  So if I'm looking for a male that looks like the female I
[03:04:55.500 --> 03:04:57.500]  like, it might actually look different.
[03:04:58.500 --> 03:04:59.500]  If that makes sense.
[03:05:00.500 --> 03:05:05.500]  But losing my train of thought after that toke.
[03:05:06.500 --> 03:05:07.500]  But.
[03:05:07.500 --> 03:05:08.500]  Well, yeah.
[03:05:09.500 --> 03:05:11.500]  So, yeah, you know, I mean, so, so that's, that's the thing
[03:05:12.500 --> 03:05:16.500]  though, is if you like the males that I pick are based
[03:05:17.500 --> 03:05:18.500]  on, do I like it?
[03:05:19.500 --> 03:05:20.500]  Sisters?
[03:05:20.500 --> 03:05:21.500]  Have I grown those?
[03:05:21.500 --> 03:05:22.500]  Have I seen them?
[03:05:22.500 --> 03:05:23.500]  What traits do they have?
[03:05:24.500 --> 03:05:27.500]  Because the odds are, then if you pick a good male, he's
[03:05:28.500 --> 03:05:30.500]  going to pass down all those traits, all the same traits
[03:05:31.500 --> 03:05:33.500]  that's in the majority of the population of the females.
[03:05:33.500 --> 03:05:36.500]  So if you like the females, chances are their brother is
[03:05:37.500 --> 03:05:38.500]  going to be a great male selection.
[03:05:39.500 --> 03:05:42.500]  And the reason I don't pick, pick males on the extreme end
[03:05:43.500 --> 03:05:45.500]  of things is because I have not found females on the extreme
[03:05:46.500 --> 03:05:48.500]  end of things to be my favorite to smoke.
[03:05:49.500 --> 03:05:53.500]  You know, the biggest females, the most vigorous, the ones
[03:05:54.500 --> 03:06:00.500]  with like the prettiest flowers usually are not the one, not
[03:06:00.500 --> 03:06:03.500]  the jars that you end up pulling down again and again and
[03:06:04.500 --> 03:06:05.500]  again.
[03:06:05.500 --> 03:06:09.500]  Usually those are maybe like the keeper plants might be like
[03:06:10.500 --> 03:06:13.500]  in the top 80th percentile of vigor, but really you need to,
[03:06:14.500 --> 03:06:16.500]  you need to vet them by smoking it, by seeing the finished
[03:06:17.500 --> 03:06:18.500]  flower, smelling it.
[03:06:19.500 --> 03:06:20.500]  Does it have, is it complex?
[03:06:21.500 --> 03:06:22.500]  Is it one dimensional?
[03:06:23.500 --> 03:06:26.500]  Is the effect generic or is it something that you, you just
[03:06:27.500 --> 03:06:29.500]  even unconsciously you'll go after that jar again and again
[03:06:30.500 --> 03:06:31.500]  and again.
[03:06:31.500 --> 03:06:34.500]  So I really like to see the females and then I'll go back
[03:06:35.500 --> 03:06:36.500]  and pick out the brothers.
[03:06:37.500 --> 03:06:38.500]  Usually that's what I look for in a male.
[03:06:39.500 --> 03:06:40.500]  There's some good advice.
[03:06:42.500 --> 03:06:43.500]  Gold bar.
[03:06:44.500 --> 03:06:50.030]  You know, easy way to pollinate a small area.
[03:06:51.030 --> 03:06:56.030]  I mean, the easiest way is stick a male in there, you know,
[03:06:57.030 --> 03:06:58.030]  just let them, let them chill.
[03:06:58.030 --> 03:06:59.030]  Just, you know, have the male chill.
[03:07:00.030 --> 03:07:01.030]  Good way of putting it.
[03:07:02.030 --> 03:07:03.030]  Let them chill.
[03:07:04.030 --> 03:07:05.030]  Yeah.
[03:07:05.030 --> 03:07:07.030]  I mean, it's, they don't Netflix, but they grow light and chill.
[03:07:08.030 --> 03:07:10.030]  You know, it's like, stick the male in there with all the
[03:07:11.030 --> 03:07:12.030]  females.
[03:07:13.030 --> 03:07:15.030]  If you have a fan going, he's going to pollinate everything.
[03:07:16.030 --> 03:07:19.030]  If you have a larger space somewhere in that home or
[03:07:20.030 --> 03:07:23.030]  property or whatever that you don't want to pollinate, that
[03:07:24.030 --> 03:07:25.030]  can be dangerous.
[03:07:25.030 --> 03:07:28.030]  So my favorite way to pollinate actually is, you know, I'll
[03:07:29.030 --> 03:07:30.030]  grow out all my seeds.
[03:07:31.030 --> 03:07:35.030]  I like to pollinate best I can in the spring and fall, but
[03:07:36.030 --> 03:07:38.030]  you grow out all your seeds in the spring, just the way you
[03:07:39.030 --> 03:07:40.030]  normally would.
[03:07:41.030 --> 03:07:43.030]  And as soon as you've got males identified that you want to
[03:07:44.030 --> 03:07:48.030]  use, go inside and put them under 12, 12, or you can even
[03:07:49.030 --> 03:07:50.030]  do this early winter.
[03:07:51.030 --> 03:07:54.030]  So now in like March, April, May, you've got them in the
[03:07:55.030 --> 03:07:56.030]  ground and they're good to go.
[03:07:57.030 --> 03:08:00.030]  You can have a male vegged up that you know you want to use,
[03:08:01.030 --> 03:08:02.030]  put them on 12, 12.
[03:08:03.030 --> 03:08:06.030]  They'll start flowering and you can then stick them outside and
[03:08:07.030 --> 03:08:09.030]  the males will just keep flowering and they'll keep
[03:08:10.030 --> 03:08:11.030]  producing pollen.
[03:08:12.030 --> 03:08:14.030]  So, you know, as early as March here in Colorado, I can have a
[03:08:15.030 --> 03:08:17.030]  male on my deck producing pollen.
[03:08:18.030 --> 03:08:21.030]  I can collect that and save it for later, or I can cut off
[03:08:21.030 --> 03:08:24.030]  the pollen and put it in the, you know, the, the, the
[03:08:25.030 --> 03:08:26.030]  small areas, selected rooms.
[03:08:27.030 --> 03:08:29.030]  You know, very small areas of the rest of my home.
[03:08:30.030 --> 03:08:33.030]  And if he's out on my deck, that pollen's not, you know, it
[03:08:34.030 --> 03:08:36.030]  doesn't make its way indoor to my area.
[03:08:37.030 --> 03:08:41.030]  So, so that, that's, that's how I do things is, you know, if
[03:08:42.030 --> 03:08:45.030]  you have a way to isolate a male, and if you can't dedicate
[03:08:46.030 --> 03:08:49.030]  a tent or something to do that, then put them in 12, 12, get
[03:08:49.030 --> 03:08:51.030]  them out of the room, collect the pollen.
[03:08:52.030 --> 03:08:54.030]  And in the meanwhile, while he's outside, you have some females
[03:08:55.030 --> 03:08:56.030]  going now inside.
[03:08:57.030 --> 03:09:00.030]  So just kind of trying to create that isolated space for the
[03:09:01.030 --> 03:09:04.360]  male, get him in the tent or otherwise collect pollen.
[03:09:07.360 --> 03:09:08.360]  Cool.
[03:09:09.360 --> 03:09:11.830]  Good advice.
[03:09:12.830 --> 03:09:14.830]  Well, Peter, I hate to break up the party, but I have to
[03:09:15.830 --> 03:09:16.830]  scoot.
[03:09:16.830 --> 03:09:19.830]  I got another appointment and like almost now.
[03:09:19.830 --> 03:09:22.830]  So I'm going to bow out, but you guys can keep rolling as
[03:09:23.830 --> 03:09:24.830]  long as you want.
[03:09:25.830 --> 03:09:26.830]  All right.
[03:09:26.830 --> 03:09:28.830]  Why don't we take another question or two?
[03:09:29.830 --> 03:09:30.830]  Thanks, Leighton.
[03:09:30.830 --> 03:09:31.830]  Appreciate it.
[03:09:31.830 --> 03:09:32.830]  Thank you.
[03:09:33.830 --> 03:09:34.830]  Nice to meet you, brother.
[03:09:34.830 --> 03:09:35.830]  Keep up the good work.
[03:09:36.830 --> 03:09:37.830]  Yeah, you too.
[03:09:37.830 --> 03:09:38.830]  Appreciate it.
[03:09:38.830 --> 03:09:39.830]  Bye.
[03:09:39.830 --> 03:09:42.830]  Someone asked if you have any thoughts or experience on
[03:09:43.830 --> 03:09:45.830]  triploids, but I'm looking for the.
[03:09:46.830 --> 03:09:47.830]  Yeah.
[03:09:47.830 --> 03:09:48.830]  Yeah, I do.
[03:09:49.830 --> 03:09:52.830]  I mean, Oregon CBD is going to come on at the end of the
[03:09:53.830 --> 03:09:55.830]  season to talk about it, but go for it.
[03:09:56.830 --> 03:09:58.830]  OK, he'll probably have more to say.
[03:09:59.830 --> 03:10:01.830]  I haven't worked with a ton of numbers.
[03:10:02.830 --> 03:10:05.830]  Triploids, in my experience, are generally pretty, pretty
[03:10:06.830 --> 03:10:07.830]  slow growing.
[03:10:08.830 --> 03:10:10.830]  They're usually lacking in vigor.
[03:10:11.830 --> 03:10:14.830]  Sometimes they can kind of come out of it if you've had them
[03:10:15.830 --> 03:10:17.830]  long enough and then they catch up to everything else.
[03:10:17.830 --> 03:10:19.830]  My experience is that they're lacking on vigor.
[03:10:20.830 --> 03:10:22.830]  And, you know, I.
[03:10:23.830 --> 03:10:24.830]  Yeah.
[03:10:24.830 --> 03:10:26.830]  So this is the extent of my experience, Matthew, with
[03:10:27.830 --> 03:10:28.830]  triploids.
[03:10:29.830 --> 03:10:30.830]  They haven't been very vigorous.
[03:10:31.830 --> 03:10:34.830]  I have bred with some and I've even had those tested.
[03:10:35.830 --> 03:10:38.830]  And guys have told me, you know, the quality was really
[03:10:39.830 --> 03:10:40.830]  great of the smoke.
[03:10:41.830 --> 03:10:43.830]  But they did remark like, oh, yeah, they were kind of slow
[03:10:44.830 --> 03:10:45.830]  growing or kind of run to you or whatever.
[03:10:45.830 --> 03:10:49.830]  So I think that triploids can they can they can certainly be
[03:10:50.830 --> 03:10:52.830]  nice quality from the consumer point of view.
[03:10:53.830 --> 03:10:57.830]  But as a cultivator, you can definitely find something with
[03:10:58.830 --> 03:11:02.830]  the quality of a triploid plant, but also with normal or even
[03:11:03.830 --> 03:11:04.830]  above average vigor.
[03:11:05.830 --> 03:11:09.830]  So to me, my experience is that there's not really a reason to
[03:11:10.830 --> 03:11:11.830]  breed with them.
[03:11:11.830 --> 03:11:15.830]  But I could be I'm certainly open to hearing from people if
[03:11:16.830 --> 03:11:18.830]  they've had experiences different than that.
[03:11:19.830 --> 03:11:23.830]  And if there's a valuable genetics in triploids, I'd be
[03:11:24.830 --> 03:11:25.830]  very keen to hear about it.
[03:11:26.830 --> 03:11:30.830]  So and here back to the last question.
[03:11:31.830 --> 03:11:32.830]  No.
[03:11:33.830 --> 03:11:34.830]  Yeah.
[03:11:34.830 --> 03:11:35.830]  Not in my experience.
[03:11:36.830 --> 03:11:39.830]  So Solshine is asking about, you know, if longer light exposure
[03:11:39.830 --> 03:11:43.830]  stops pollen production and puts the male into reveg.
[03:11:44.830 --> 03:11:45.830]  That's not my experience.
[03:11:46.830 --> 03:11:49.830]  In my experience, if you have a male that is already producing
[03:11:50.830 --> 03:11:54.830]  flowers because you put them in 12-12 indoor, if you put them
[03:11:55.830 --> 03:11:56.830]  outside, he'll just keep flowering.
[03:11:57.830 --> 03:12:00.830]  They just they'll keep producing pollen and they flower just in
[03:12:01.830 --> 03:12:04.830]  essence and he'll eventually just kind of, you know, yellow out
[03:12:05.830 --> 03:12:06.830]  and.
[03:12:06.830 --> 03:12:07.830]  And dry up.
[03:12:07.830 --> 03:12:08.830]  But.
